End date,"8/16/2018"
Specimen label,"D32L50N5d6-2"
"79.17200","39.58695","65.29664"
"79.27200","39.63699","65.34052"
"79.37200","39.68704","65.37644"
"79.47200","39.73702","65.42628"
"79.57200","39.78706","65.45359"
"79.67200","39.83693","65.51313"
"79.77200","39.88703","65.49779"
"79.87200","39.93690","65.54876"
"79.97200","39.98694","65.54768"
"80.07200","40.03698","65.59122"
"80.17200","40.08703","65.60906"
"80.27200","40.13695","65.59451"
"80.37200","40.18706","65.58356"
"80.47200","40.23692","65.50610"
"80.50800","40.25504","65.35149"
"80.51000","40.25599","64.83197"
"80.51200","40.25695","63.46321"
"80.51400","40.25797","61.22788"
"80.51600","40.25892","58.46225"
"80.51800","40.25994","55.35160"
"80.52000","40.26089","51.94698"
"80.52200","40.26191","48.33125"
"80.52400","40.26299","44.58865"
"80.52600","40.26400","40.82154"
"80.52800","40.26497","37.08630"
